"Title","ID","Created Date","Updated Date","Owner","scholarshipCode","universityCode","courseCode","scholarshipType","amountOrBenefit","eligibilityCriteria","applicableIntake","deadline","notes"
"High Achiever Scholarship (UEC)","7b0d54d7-ef3f-4fc6-bb9d-5bf65ef1f2b0",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_BSC_COMPUTER_SCIEN_3","UOSM","UOSM_BSC_COMPUTER_SCIENCE","Merit scholarship","Engineering: RM 13,000; Other Programmes: RM 10,000","UEC graduates: requirement 3A1 for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for UEC graduates."
"Top Achiever Scholarship (STPM)","7cb44d34-2b0a-4507-8251-8167e15f2890",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_TOP_ACHIEVER_SCHOLARSHIP_BSC_FINANCE_AND_FI","UOSM","UOSM_BSC_FINANCE_AND_FINANCIAL_TECHNOLOGY","Merit scholarship","60% (Year 1) + 20% (Year 2 & 3)","STPM graduates: requirement AAA- for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for STPM graduates."
"Exceptional Achiever Scholarship (A Levels)","7f0faee8-0092-48ea-b396-ec4c21ff368a",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_EXCEPTIONAL_ACHIEVER_SCHOLAR_MENG_ELECTRICAL_AN_2","UOSM","UOSM_MENG_ELECTRICAL_AND_ELECTRONIC_ENGINEERING","Merit scholarship","Engineering: RM 30,000; Other Programmes: RM 25,000","A Levels graduates: requirement A*A*A* for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for A Levels graduates."
"Top Achiever Scholarship (A Levels)","7fc32b2f-b09d-4953-bc4a-2691ed1d0daa",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_TOP_ACHIEVER_SCHOLARSHIP_ENGINEERING_FOUNDA_2","UOSM","UOSM_ENGINEERING_FOUNDATION_YEAR","Merit scholarship","Engineering: 60% (Year 1) + 40% (Year 2); Other Programmes: 60% (Year 1) + 20% (Year 2 & 3)","A Levels graduates: requirement A*A*A*A for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for A Levels graduates."
"Exceptional Achiever Scholarship (A Levels)","833b78c8-36c9-4731-a1fe-54d5db409b79",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_EXCEPTIONAL_ACHIEVER_SCHOLAR_ENGINEERING_FOUNDA_2","UOSM","UOSM_ENGINEERING_FOUNDATION_YEAR","Merit scholarship","Engineering: RM 30,000; Other Programmes: RM 25,000","A Levels graduates: requirement A*A*A* for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for A Levels graduates."
"Special UEC Grant - Foundation","85bd7dbe-2e1f-4ebf-83e3-e3806a8f81d2",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_SPECIAL_UEC_GRANT_FOUNDATION_COMPUTER_SCIENCE_F","UOSM","UOSM_COMPUTER_SCIENCE_FOUNDATION_YEAR","UEC grant","Up to RM 5,000","Eligible UEC graduates applying into UoSM Foundation Year programmes; deposit required.",,,"First come first served basis. Cannot be compounded with scholarship/education grant; highest amount only applies."
"High Achiever Scholarship (Engineering/Computer Science Foundation)","85e90f2e-5510-4ac1-a695-3e0a196dc529",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_COMPUTER_SCIENCE_F_10","UOSM","UOSM_COMPUTER_SCIENCE_FOUNDATION_YEAR","Foundation scholarship","RM 2,500","1A to 4As in SPM or equivalent",,,"Official page notes that various international boards and other qualifications may also be considered via counsellor."
"Academic Excellence Progression Scholarship","88a5c7a8-552c-4f19-9ad4-9ddce6787fd4",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_ACADEMIC_EXCELLENCE_PROGRESS_MENG_AERONAUTICS_A","UOSM","UOSM_MENG_AERONAUTICS_AND_ASTRONAUTICS","Progression scholarship","Up to 100% tuition fee waiver","Only students with a minimum average score of 80% in UoSM Foundation results are eligible.",,,"For top performing UoSM Foundation students."
"High Achiever Scholarship (UEC)","8994349a-fab6-4822-8a57-fdf0defb1d94",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_ENGINEERING_FOUNDA_3","UOSM","UOSM_ENGINEERING_FOUNDATION_YEAR","Merit scholarship","Engineering: RM 13,000; Other Programmes: RM 10,000","UEC graduates: requirement 3A1 for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for UEC graduates."
"High Achiever Scholarship (Engineering/Computer Science Foundation)","89c8beb0-18fe-43c7-a257-7928ffd01048",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_COMPUTER_SCIENCE_F_4","UOSM","UOSM_COMPUTER_SCIENCE_FOUNDATION_YEAR","Foundation scholarship","RM 13,000","10As or 7A+ / A* in SPM or equivalent",,,"Official page notes that various international boards and other qualifications may also be considered via counsellor."
"Exceptional Achiever Scholarship (A Levels)","8c31119d-3d69-4d83-98de-7595992daa8d",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_EXCEPTIONAL_ACHIEVER_SCHOLAR_BSC_ACCOUNTING_AND_2","UOSM","UOSM_BSC_ACCOUNTING_AND_FINANCE","Merit scholarship","RM 25,000","A Levels graduates: requirement A*AA for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for A Levels graduates."
"Academic Excellence Progression Scholarship","8c378518-6c95-40a2-ace5-93a49b05037a",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_ACADEMIC_EXCELLENCE_PROGRESS_BSC_BUSINESS_ANALY","UOSM","UOSM_BSC_BUSINESS_ANALYTICS","Progression scholarship","Up to 100% tuition fee waiver","Only students with a minimum average score of 80% in UoSM Foundation results are eligible.",,,"For top performing UoSM Foundation students."
"Top Achiever Scholarship (UEC)","8c3b66fc-af4b-4734-b952-d876dadbbd8b",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_TOP_ACHIEVER_SCHOLARSHIP_COMPUTER_SCIENCE_F_3","UOSM","UOSM_COMPUTER_SCIENCE_FOUNDATION_YEAR","Merit scholarship","Engineering: 60% (Year 1) + 40% (Year 2); Other Programmes: 60% (Year 1) + 20% (Year 2 & 3)","UEC graduates: requirement 5A1 for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for UEC graduates."
"High Achiever Scholarship (UEC)","8c7a5a7f-5bd1-4ed4-9b1c-be2f66ea1e4a",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_COMPUTER_SCIENCE_F_3","UOSM","UOSM_COMPUTER_SCIENCE_FOUNDATION_YEAR","Merit scholarship","Engineering: RM 13,000; Other Programmes: RM 10,000","UEC graduates: requirement 3A1 for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for UEC graduates."
"Top Achiever Scholarship (A Levels)","8cf3451f-0450-4fca-a196-0e0e6ea13b24",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_TOP_ACHIEVER_SCHOLARSHIP_BSC_ECONOMICS_AND__2","UOSM","UOSM_BSC_ECONOMICS_AND_ACTUARIAL_SCIENCE","Merit scholarship","60% (Year 1) + 20% (Year 2 & 3)","A Levels graduates: requirement A*A*A for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for A Levels graduates."
"Exceptional Achiever Scholarship (STPM)","8d646d65-d223-40aa-9aed-25765deb2445",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_EXCEPTIONAL_ACHIEVER_SCHOLAR_BSC_ACCOUNTING_AND","UOSM","UOSM_BSC_ACCOUNTING_AND_FINANCE","Merit scholarship","RM 25,000","STPM graduates: requirement AA-A- for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for STPM graduates."
"High Achiever Scholarship (UEC)","8ea728a2-b884-4902-aa35-d348e65c2dd7",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_BSC_FINANCE_AND_FI_3","UOSM","UOSM_BSC_FINANCE_AND_FINANCIAL_TECHNOLOGY","Merit scholarship","RM 10,000","UEC graduates: requirement 2A1 for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for UEC graduates."
"High Achiever Scholarship (UEC)","90e0c986-8859-4c93-8b29-9993589f7ee0",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_MENG_MECHANICAL_EN_3","UOSM","UOSM_MENG_MECHANICAL_ENGINEERING","Merit scholarship","Engineering: RM 13,000; Other Programmes: RM 10,000","UEC graduates: requirement 3A1 for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for UEC graduates."
"Special UEC Grant - Undergraduate","925c2098-ef74-4f17-ac7e-0200a0ca3ae9",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_SPECIAL_UEC_GRANT_UNDERGRADU_BSC_ACCOUNTING_AND","UOSM","UOSM_BSC_ACCOUNTING_AND_FINANCE","UEC grant","Up to RM 7,000","Eligible UEC graduates who accept and pay deposit before intake.",,,"Cannot be compounded with scholarship/education grant; highest amount only applies."
"Top Achiever Scholarship (UEC)","925fc035-74c5-4f6f-9625-e0d0332f6bff",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_TOP_ACHIEVER_SCHOLARSHIP_BSC_ACCOUNTING_AND_3","UOSM","UOSM_BSC_ACCOUNTING_AND_FINANCE","Merit scholarship","60% (Year 1) + 20% (Year 2 & 3)","UEC graduates: requirement 4A1 for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for UEC graduates."
"PTPTN Study Loan","931c034f-4a4f-4db6-ab4b-7c3f7e6ffe60",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","MDIS_PTPTN_STUDY_LOAN","MDIS",,"Financial assistance / study loan","Loan amount not specified in accessible snippet","MDIS financial assistance page says prospective students can apply for PTPTN study loan. Accessible snippet lists criteria including Malaysian citizenship, not exceeding 45 years of age on the date of application, and passing SPM with credits in any 3 subjects; additional wording mentions SPM for Community College Certificate and Polytechnic Diploma graduates.","Local students / prospective students",,"Official MDIS financial assistance page (page itself blocked by site verification during check; details taken from official search snippet): https://mdis.edu.my/financial-assistance/"
"High Achiever Scholarship (STPM)","94276500-f9c6-41fb-b2d0-aed198cd7c42",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_BUSINESS_FOUNDATIO","UOSM","UOSM_BUSINESS_FOUNDATION_YEAR","Merit scholarship","RM 10,000","STPM graduates: requirement A-A-A- for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for STPM graduates."
"Top Achiever Scholarship (STPM)","958f2c23-01d6-4497-a6ac-e77fce0f7f91",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_TOP_ACHIEVER_SCHOLARSHIP_ENGINEERING_FOUNDA","UOSM","UOSM_ENGINEERING_FOUNDATION_YEAR","Merit scholarship","Engineering: 60% (Year 1) + 40% (Year 2); Other Programmes: 60% (Year 1) + 20% (Year 2 & 3)","STPM graduates: requirement AAAA- for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for STPM graduates."
"Exceptional Achiever Scholarship (UEC)","95d2e97b-090a-4178-ac7c-9550da48b6a1",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_EXCEPTIONAL_ACHIEVER_SCHOLAR_BSC_MARKETING_3","UOSM","UOSM_BSC_MARKETING","Merit scholarship","RM 25,000","UEC graduates: requirement 3A1 for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for UEC graduates."
"Exceptional Achiever Scholarship (UEC)","95d9c068-bbe3-40e5-90d6-cadeacb79624",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_EXCEPTIONAL_ACHIEVER_SCHOLAR_BSC_ACCOUNTING_AND_3","UOSM","UOSM_BSC_ACCOUNTING_AND_FINANCE","Merit scholarship","RM 25,000","UEC graduates: requirement 3A1 for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for UEC graduates."
"Exceptional Achiever Scholarship (UEC)","96f1e38a-fe5e-4a15-a952-9818dbaf9d4a",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_EXCEPTIONAL_ACHIEVER_SCHOLAR_BSC_BUSINESS_MANAG_3","UOSM","UOSM_BSC_BUSINESS_MANAGEMENT","Merit scholarship","RM 25,000","UEC graduates: requirement 3A1 for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for UEC graduates."
"Special UEC Grant - Foundation","98182b3c-8612-40fa-b33e-f0a5dbe9eaca",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_SPECIAL_UEC_GRANT_FOUNDATION_BUSINESS_FOUNDATIO","UOSM","UOSM_BUSINESS_FOUNDATION_YEAR","UEC grant","Up to RM 5,000","Eligible UEC graduates applying into UoSM Foundation Year programmes; deposit required.",,,"First come first served basis. Cannot be compounded with scholarship/education grant; highest amount only applies."
"Academic Excellence Progression Scholarship","9a1edfa4-a403-47cd-82c8-c53c3071782c",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_ACADEMIC_EXCELLENCE_PROGRESS_BSC_FINANCE_AND_FI","UOSM","UOSM_BSC_FINANCE_AND_FINANCIAL_TECHNOLOGY","Progression scholarship","Up to 100% tuition fee waiver","Only students with a minimum average score of 80% in UoSM Foundation results are eligible.",,,"For top performing UoSM Foundation students."
"Special UEC Grant - Foundation","9aa3bdfc-351e-48a7-b4f5-7d377b9c7089",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_SPECIAL_UEC_GRANT_FOUNDATION_ENGINEERING_FOUNDA","UOSM","UOSM_ENGINEERING_FOUNDATION_YEAR","UEC grant","Up to RM 5,000","Eligible UEC graduates applying into UoSM Foundation Year programmes; deposit required.",,,"First come first served basis. Cannot be compounded with scholarship/education grant; highest amount only applies."
"Exceptional Achiever Scholarship (A Levels)","9afb9e71-8d78-4dce-82d0-00696f230301",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_EXCEPTIONAL_ACHIEVER_SCHOLAR_BSC_COMPUTER_SCIEN_2","UOSM","UOSM_BSC_COMPUTER_SCIENCE","Merit scholarship","Engineering: RM 30,000; Other Programmes: RM 25,000","A Levels graduates: requirement A*A*A* for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for A Levels graduates."
"Exceptional Achiever Scholarship (STPM)","9ce67d35-242f-4cf3-b8e1-053f899fa6a2",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_EXCEPTIONAL_ACHIEVER_SCHOLAR_BSC_BUSINESS_MANAG","UOSM","UOSM_BSC_BUSINESS_MANAGEMENT","Merit scholarship","RM 25,000","STPM graduates: requirement AA-A- for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for STPM graduates."
"High Achiever Scholarship (Business Foundation)","9de9a159-545c-401f-8a75-14be12f9adc0",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_BUSINESS_FOUNDATIO_11","UOSM","UOSM_BUSINESS_FOUNDATION_YEAR","Foundation scholarship","RM 2,500","1B to 2As in SPM or equivalent",,,"Official page notes that various international boards and other qualifications may also be considered via counsellor."
"Top Achiever Scholarship (STPM)","9e4d4caa-35f7-4eef-890c-85ff7477117e",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_TOP_ACHIEVER_SCHOLARSHIP_COMPUTER_SCIENCE_F","UOSM","UOSM_COMPUTER_SCIENCE_FOUNDATION_YEAR","Merit scholarship","Engineering: 60% (Year 1) + 40% (Year 2); Other Programmes: 60% (Year 1) + 20% (Year 2 & 3)","STPM graduates: requirement AAAA- for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for STPM graduates."
"High Achiever Scholarship (A Levels)","9f1813d9-ac4b-4700-b0b5-aaba5990a262",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_BSC_FINANCE_AND_FI_2","UOSM","UOSM_BSC_FINANCE_AND_FINANCIAL_TECHNOLOGY","Merit scholarship","RM 10,000","A Levels graduates: requirement AAA for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for A Levels graduates."
"Undergraduate Education Grant","9f96a764-4d0b-43c9-8f9b-a5b04ed3ce1d",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_UNDERGRADUATE_EDUCATION_GRAN_BSC_ACCOUNTING_AND","UOSM","UOSM_BSC_ACCOUNTING_AND_FINANCE","Education grant","Up to RM 5,000","Eligible applicants, except scholarship recipients; deposit required to confirm place and qualify.",,,"Cannot be compounded with scholarship/Special UEC Grant; highest amount only applies."
"High Achiever Scholarship (UEC)","a034eb3d-e118-43de-affc-9fcacdd72f1d",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_BSC_BUSINESS_ANALY_3","UOSM","UOSM_BSC_BUSINESS_ANALYTICS","Merit scholarship","RM 10,000","UEC graduates: requirement 2A1 for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for UEC graduates."
"Top Achiever Scholarship (UEC)","a1694cb0-01bb-4069-86e4-660b9f099190",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_TOP_ACHIEVER_SCHOLARSHIP_MENG_MECHANICAL_EN_3","UOSM","UOSM_MENG_MECHANICAL_ENGINEERING","Merit scholarship","Engineering: 60% (Year 1) + 40% (Year 2); Other Programmes: 60% (Year 1) + 20% (Year 2 & 3)","UEC graduates: requirement 5A1 for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for UEC graduates."
"Sibling Bursary","a2b3a741-5974-4ad2-b46e-bad52a564b79",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_SIBLING_BURSARY","UOSM",,"Bursary","10% reduction","Sibling of current students / alumni (either Malaysia or UK campus).",,,"Family relationship-based bursary."
"Exceptional Achiever Scholarship (A Levels)","a6eb060b-cec8-4b71-8eb7-63e28afa56d6",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_EXCEPTIONAL_ACHIEVER_SCHOLAR_BSC_BUSINESS_ENTRE_2","UOSM","UOSM_BSC_BUSINESS_ENTREPRENEURSHIP","Merit scholarship","RM 25,000","A Levels graduates: requirement A*AA for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for A Levels graduates."
"Top Achiever Scholarship (A Levels)","a748954f-2cf0-43e8-9a1f-8c84265f317f",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_TOP_ACHIEVER_SCHOLARSHIP_COMPUTER_SCIENCE_F_2","UOSM","UOSM_COMPUTER_SCIENCE_FOUNDATION_YEAR","Merit scholarship","Engineering: 60% (Year 1) + 40% (Year 2); Other Programmes: 60% (Year 1) + 20% (Year 2 & 3)","A Levels graduates: requirement A*A*A*A for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for A Levels graduates."
"Exceptional Achiever Scholarship (STPM)","a81a6dd2-c39b-4760-b38d-34efcc83c2e6",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_EXCEPTIONAL_ACHIEVER_SCHOLAR_BUSINESS_FOUNDATIO","UOSM","UOSM_BUSINESS_FOUNDATION_YEAR","Merit scholarship","RM 25,000","STPM graduates: requirement AA-A- for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for STPM graduates."
"High Achiever Scholarship (A Levels)","a8eb3453-1031-4f0c-81d2-52c147faf05f",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_ENGINEERING_FOUNDA_2","UOSM","UOSM_ENGINEERING_FOUNDATION_YEAR","Merit scholarship","Engineering: RM 13,000; Other Programmes: RM 10,000","A Levels graduates: requirement A*A*A for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for A Levels graduates."
"High Achiever Scholarship (Engineering/Computer Science Foundation)","adb98901-5024-43b0-8343-01210cafc187",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_COMPUTER_SCIENCE_F_9","UOSM","UOSM_COMPUTER_SCIENCE_FOUNDATION_YEAR","Foundation scholarship","RM 3,000","5As or 3A+ / A* in SPM or equivalent",,,"Official page notes that various international boards and other qualifications may also be considered via counsellor."
"Top Achiever Scholarship (A Levels)","b084b28e-4aa4-40c0-b728-42824e564bd1",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_TOP_ACHIEVER_SCHOLARSHIP_BSC_COMPUTER_SCIEN_2","UOSM","UOSM_BSC_COMPUTER_SCIENCE","Merit scholarship","Engineering: 60% (Year 1) + 40% (Year 2); Other Programmes: 60% (Year 1) + 20% (Year 2 & 3)","A Levels graduates: requirement A*A*A*A for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for A Levels graduates."
"Academic Excellence Progression Scholarship","b1134fc0-9415-434c-ad26-82a0b3e48dd0",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_ACADEMIC_EXCELLENCE_PROGRESS_MENG_MECHANICAL_EN","UOSM","UOSM_MENG_MECHANICAL_ENGINEERING","Progression scholarship","Up to 100% tuition fee waiver","Only students with a minimum average score of 80% in UoSM Foundation results are eligible.",,,"For top performing UoSM Foundation students."
"High Achiever Scholarship (Engineering/Computer Science Foundation)","b399b4a2-b054-4bee-8780-89b559853b01",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_ENGINEERING_FOUNDA_9","UOSM","UOSM_ENGINEERING_FOUNDATION_YEAR","Foundation scholarship","RM 3,000","5As or 3A+ / A* in SPM or equivalent",,,"Official page notes that various international boards and other qualifications may also be considered via counsellor."
"Top Achiever Scholarship (A Levels)","b47f59f2-57cd-4539-b295-e52cdc78c554",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_TOP_ACHIEVER_SCHOLARSHIP_MENG_AERONAUTICS_A_2","UOSM","UOSM_MENG_AERONAUTICS_AND_ASTRONAUTICS","Merit scholarship","Engineering: 60% (Year 1) + 40% (Year 2); Other Programmes: 60% (Year 1) + 20% (Year 2 & 3)","A Levels graduates: requirement A*A*A*A for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for A Levels graduates."
"Exceptional Achiever Scholarship (STPM)","b788ec63-ae4d-4303-bba9-ae9913949518",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_EXCEPTIONAL_ACHIEVER_SCHOLAR_MENG_ELECTRICAL_AN","UOSM","UOSM_MENG_ELECTRICAL_AND_ELECTRONIC_ENGINEERING","Merit scholarship","Engineering: RM 30,000; Other Programmes: RM 25,000","STPM graduates: requirement AAA for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for STPM graduates."
"High Achiever Scholarship (STPM)","b9c603ba-d3b4-4b9e-b860-21d31640edf1",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_BSC_BUSINESS_ANALY","UOSM","UOSM_BSC_BUSINESS_ANALYTICS","Merit scholarship","RM 10,000","STPM graduates: requirement A-A-A- for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for STPM graduates."
"Top Achiever Scholarship (A Levels)","ba24475d-6a9d-4950-b2cf-58dee4be09c0",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_TOP_ACHIEVER_SCHOLARSHIP_BSC_ACCOUNTING_AND_2","UOSM","UOSM_BSC_ACCOUNTING_AND_FINANCE","Merit scholarship","60% (Year 1) + 20% (Year 2 & 3)","A Levels graduates: requirement A*A*A for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for A Levels graduates."
"Undergraduate Education Grant","ba6c1313-8712-40c8-ae28-9dfea683656d",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_UNDERGRADUATE_EDUCATION_GRAN_MENG_AERONAUTICS_A","UOSM","UOSM_MENG_AERONAUTICS_AND_ASTRONAUTICS","Education grant","Up to RM 5,000","Eligible applicants, except scholarship recipients; deposit required to confirm place and qualify.",,,"Cannot be compounded with scholarship/Special UEC Grant; highest amount only applies."
